City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
373,Alencon,FR,48.43,0.08,59.0,82,100,2.24,Rain
374,Krasnoarmeysk,RU,51.02,45.7,66.0,60,0,4.0,Clear
375,Bongaree,AU,-27.08,153.16,69.01,69,46,6.93,Clouds
376,Mandera,KE,3.94,41.87,76.3,62,26,19.8,Clouds
377,Isla Vista,US,34.41,-119.86,60.8,87,1,4.7,Clear
378,Yaroslavskaya,RU,44.61,40.46,68.36,57,0,2.28,Clear
379,Waipawa,NZ,-41.41,175.52,55.4,66,90,13.87,Clouds
380,Paramonga,PE,-10.67,-77.83,59.61,85,70,7.56,Clouds
381,Pitimbu,BR,-7.47,-34.81,69.8,100,75,6.93,Clouds
382,Shetpe,KZ,44.17,52.12,81.39,51,55,14.2,Clouds
383,Taoudenni,ML,22.68,-3.98,99.81,19,9,7.81,Clear
384,Fortuna,US,40.6,-124.16,61.0,1,1,3.0,Clear
385,Lavrentiya,RU,65.58,-171.0,47.48,66,95,13.13,Clouds
386,Pribinic,BA,44.61,17.69,64.4,88,9,2.24,Clear
387,Aubagne,FR,43.29,5.57,73.99,36,96,14.76,Clouds
388,Kroya,ID,-7.63,109.25,82.51,63,95,6.29,Clouds
389,Malinovskiy,RU,61.2,62.84,66.38,66,100,11.14,Clouds
390,Biu,NG,10.61,12.19,67.51,100,100,10.16,Rain
391,Whyalla,AU,-33.03,137.58,59.0,72,91,11.41,Clouds
392,Derzhavinsk,KZ,51.1,66.32,85.77,33,0,12.46,Clear
393,Ntoum,GA,0.38,9.78,77.0,83,40,6.93,Clouds
394,Japura,ID,-0.32,102.35,92.3,47,40,4.38,Clouds
395,Fukue,JP,32.69,128.84,84.2,79,40,13.87,Mist
396,Sept-Iles,CA,50.2,-66.38,64.4,88,90,9.17,Clouds
397,Nuuk,GL,64.18,-51.72,44.6,100,100,6.93,Rain
398,Huilong,CN,31.81,121.66,95.0,62,75,5.01,Clouds
399,Vestmanna,FO,62.16,-7.17,50.0,93,100,10.29,Drizzle
400,Tall Kayf,TR,37.08,41.07,91.4,22,0,16.11,Clear
401,Parana,AR,-31.73,-60.52,71.01,61,70,5.01,Clouds
402,Myitkyina,MM,25.38,97.4,100.18,48,16,1.12,Clouds
403,Shiyan,CN,32.65,110.78,89.01,37,69,4.79,Clouds
404,Port Moresby,PG,-9.44,147.18,84.2,74,40,23.04,Smoke
405,Vila Franca Do Campo,PT,37.72,-25.43,69.8,77,40,5.82,Clouds
406,Nyuksenitsa,RU,60.41,44.24,56.93,69,53,3.0,Clouds
407,Gayeri,BF,12.65,0.49,75.7,83,100,12.17,Rain
408,Bayangol,RU,50.7,103.47,59.38,74,100,2.82,Clouds
409,Hoshangabad,IN,22.75,77.72,89.35,65,100,6.87,Rain
410,Tura,IN,25.52,90.22,92.91,58,5,1.03,Clear
411,Nara,JP,34.69,135.8,93.99,66,75,10.29,Clouds
412,Eldorado,BR,-23.79,-54.28,60.46,67,4,4.81,Clear
413,Solnechnyy,RU,50.72,136.63,56.97,81,100,8.95,Clouds
414,Nichinan,JP,31.6,131.37,86.0,74,75,17.22,Clouds
415,Arrigorriaga,ES,43.21,-2.89,64.0,100,40,2.24,Clouds
416,Hasaki,JP,35.73,140.83,95.0,70,40,11.41,Clouds
417,Bonthe,SL,7.53,-12.51,75.16,86,83,7.49,Clouds
418,Cherskiy,RU,68.75,161.3,52.72,84,99,4.47,Rain
419,Teluk Nibung,ID,3.0,99.82,88.93,59,100,7.16,Clouds
420,Tekeli,KZ,44.83,78.82,76.53,30,66,6.42,Rain
421,Beipiao,CN,41.79,120.78,96.73,22,0,15.88,Clear
422,Westport,US,41.14,-73.36,80.6,83,1,6.93,Clear
423,San Quintin,MX,30.48,-115.95,68.61,85,21,2.91,Clouds
424,Posse,BR,-14.09,-46.37,64.58,57,0,13.02,Clear
425,Trat,TH,12.5,102.5,86.0,74,75,13.87,Clouds
426,Yulara,AU,-25.24,130.99,80.6,6,0,12.75,Clear
427,Pangnirtung,CA,66.15,-65.71,48.74,74,70,1.01,Clouds
428,Umm Kaddadah,SD,13.6,26.69,75.02,71,58,17.85,Clouds
429,Kayerkan,RU,69.35,87.76,68.0,64,40,8.95,Clouds
430,Tonj,SS,7.27,28.68,71.89,94,99,0.45,Rain
431,Umm Lajj,SA,25.02,37.27,89.1,59,87,4.88,Clouds
432,Kavaratti,IN,10.57,72.64,84.2,79,90,6.93,Clouds
433,Vostok,RU,46.49,135.88,64.8,100,100,4.16,Rain
434,Changping,CN,40.22,116.22,106.0,36,0,8.95,Clear
435,Ekhabi,RU,53.51,142.97,57.65,76,91,12.19,Clouds
436,Manchester,GB,53.48,-2.24,55.0,100,75,3.36,Clouds
437,Altamira,BR,-3.2,-52.21,72.68,76,14,1.79,Clouds
438,Sitka,US,57.05,-135.33,57.2,87,90,3.36,Clouds
439,Noumea,NC,-22.28,166.46,69.8,52,90,10.29,Clouds
440,Tazovskiy,RU,67.47,78.7,62.62,72,57,11.07,Clouds
441,Pisco,PE,-13.7,-76.22,57.99,87,75,3.36,Mist
442,Pirovskoye,RU,57.63,92.27,77.36,55,0,4.92,Clear
443,Harper,LR,4.38,-7.72,71.96,79,92,2.17,Clouds
444,Sao Filipe,CV,14.9,-24.5,78.28,84,15,9.04,Clouds
445,Raudeberg,NO,61.99,5.14,53.6,87,75,5.82,Rain
446,Shelburne,CA,44.08,-80.2,64.4,93,90,6.93,Clouds
447,Okha,RU,53.57,142.95,57.27,77,90,12.15,Clouds
448,Fort Nelson,CA,58.81,-122.7,69.8,68,75,5.82,Rain
449,Talladega,US,33.44,-86.11,77.0,73,40,4.05,Clouds
450,Christchurch,NZ,-43.53,172.63,53.01,87,100,8.05,Clouds
451,Ko Samui,TH,9.54,99.94,86.0,66,20,8.05,Clouds
452,Nouadhibou,MR,20.93,-17.03,71.6,88,0,21.92,Clear
453,Lisieux,FR,49.17,0.17,60.8,93,93,6.93,Clouds
454,Leopold,AU,-38.18,144.47,55.4,66,90,13.87,Clouds
455,Dana Point,US,33.47,-117.7,69.01,91,15,5.46,Clouds
456,Crestview,US,30.76,-86.57,78.8,83,1,3.36,Clear
457,Balaipungut,ID,1.05,101.28,87.8,58,20,8.05,Clouds
458,Bambous Virieux,MU,-20.34,57.76,71.01,64,75,17.22,Clouds
459,Geraldton,AU,-28.77,114.6,59.0,62,75,17.22,Clouds
460,Dunedin,NZ,-45.87,170.5,50.0,86,79,1.99,Clouds
461,Nizhneangarsk,RU,55.78,109.55,61.41,67,39,1.61,Clouds
462,Poum,NC,-20.23,164.02,70.29,76,5,17.43,Clear
463,Vanimo,PG,-2.67,141.3,78.84,85,91,4.63,Clouds
464,Umtata,ZA,-31.59,28.78,44.6,56,0,1.12,Clear
465,Sargatskoye,RU,55.61,73.5,85.82,46,0,8.63,Clear
466,Axim,GH,4.87,-2.24,73.96,74,81,7.02,Clouds
467,Gat,IL,31.61,34.76,82.99,36,0,2.93,Clear
468,Magaria,NE,13.0,8.91,74.91,83,55,8.28,Clouds
469,Kamina,CD,-8.74,24.99,60.55,41,47,6.71,Clouds
470,Kashi,CN,39.45,75.98,82.4,26,20,11.18,Clouds
471,Ofunato,JP,39.07,141.72,82.4,69,75,5.82,Clouds
472,Suez,EG,29.97,32.53,79.16,66,0,3.2,Clear
473,Mattru,SL,7.62,-11.83,69.89,97,94,0.98,Clouds
474,Port Macquarie,AU,-31.43,152.92,71.01,54,74,8.41,Clouds
475,Plouzane,FR,48.38,-4.62,57.2,93,73,3.36,Clouds
476,Bahia Honda,CU,22.9,-83.16,79.57,85,100,0.65,Clouds
477,Vite,IN,17.28,74.55,75.87,83,100,22.41,Clouds
478,Aklavik,CA,68.22,-135.01,55.4,87,90,4.7,Clouds
479,Kirakira,SB,-10.45,161.92,83.25,77,21,8.23,Rain
480,Svetlyy,RU,54.67,20.13,64.0,88,97,2.24,Clouds
481,Ust-Ordynskiy,RU,52.8,104.75,59.0,100,90,8.95,Rain
482,Salalah,OM,17.02,54.09,84.2,79,20,5.82,Clouds
483,Coahuayana,MX,18.73,-103.68,79.75,86,96,0.43,Clouds
484,Ponta Delgada,PT,37.73,-25.67,69.8,77,40,5.82,Clouds
485,Loreto,MX,22.27,-101.97,65.52,69,65,11.23,Clouds
486,Staroutkinsk,RU,57.23,59.33,64.38,88,100,2.57,Clouds
487,Gaogou,CN,34.02,119.19,88.79,80,94,6.4,Rain
488,Tromso,NO,69.65,18.96,53.6,76,1,6.93,Clear
489,Rosario,AR,-32.95,-60.64,66.2,82,60,10.29,Clouds
490,Port Hardy,CA,50.7,-127.42,57.2,93,75,3.36,Fog
491,Kendari,ID,-3.94,122.5,82.35,75,65,7.34,Rain
492,Quelimane,MZ,-17.88,36.89,60.8,93,20,2.24,Clouds
493,Banjar,ID,-8.19,114.97,80.6,100,40,5.82,Clouds
494,Taltal,CL,-25.4,-70.48,55.06,71,29,2.62,Clouds
495,Berezayka,RU,57.99,33.9,54.73,91,100,4.94,Clouds
496,Cayenne,GF,4.93,-52.33,75.2,100,90,2.24,Clouds
497,Santiago,CL,-33.46,-70.65,48.2,76,0,1.12,Clear
498,At-Bashi,KG,41.17,75.81,69.01,36,0,3.24,Rain
499,Santa Maria,BR,-29.68,-53.81,62.56,89,0,2.93,Clear
500,Watertown,US,42.37,-71.18,79.0,94,1,6.93,Clear
501,Maraa,BR,-1.83,-65.37,73.4,72,3,1.41,Clear
502,Novobirilyussy,RU,56.95,90.67,76.78,44,8,4.85,Clear
503,Huarmey,PE,-10.07,-78.15,60.24,85,58,8.03,Clouds
504,Auki,SB,-8.77,160.7,85.73,66,7,2.1,Clear
505,Acajutla,SV,13.59,-89.83,75.99,91,100,4.12,Rain
506,Prince George,CA,53.92,-122.75,61.0,93,90,8.05,Rain
507,Severnyy,RU,50.68,36.55,59.0,82,20,4.47,Clouds
508,Goderich,CA,43.75,-81.72,69.01,93,44,9.4,Clouds
509,Golyshmanovo,RU,56.4,68.37,84.22,48,0,8.97,Clear
510,Viedma,AR,-40.81,-63.0,43.0,78,26,3.0,Clouds
511,Raypur,IN,22.41,88.51,95.0,79,40,3.36,Haze
512,Rocha,UY,-34.48,-54.33,56.3,97,98,1.83,Clouds
513,Nanpiao,CN,41.1,120.75,99.41,24,2,11.54,Clear
514,Quang Ngai,VN,15.12,108.8,92.52,54,80,2.35,Clouds
515,Tougue,GN,11.47,-11.6,65.52,98,60,4.36,Clouds
516,Abu Dhabi,AE,24.47,54.37,98.6,41,31,9.17,Clouds
517,Lufilufi,WS,-13.87,-171.6,86.0,79,20,5.82,Clouds
518,Srednekolymsk,RU,67.45,153.68,66.02,46,61,8.08,Clouds
519,Nago,JP,26.59,127.98,91.4,66,20,17.22,Clouds
520,Sterling,US,39.01,-77.43,80.01,65,90,1.95,Clouds
521,Mweka,CD,-4.85,21.57,72.75,52,55,0.96,Clouds
522,Nortelandia,BR,-14.45,-56.8,68.65,43,0,3.0,Clear
523,Sobolevo,RU,54.43,31.9,57.22,83,7,5.01,Clear
524,Boke,GN,10.94,-14.3,74.52,95,98,4.54,Clouds
525,Gavle,SE,60.67,17.14,60.01,81,23,5.01,Clouds
526,Lafiagi,NG,8.87,5.42,73.36,89,100,4.0,Clouds
527,Tuy Hoa,VN,13.08,109.3,93.43,51,48,7.9,Clouds
528,Samana,DO,19.21,-69.34,77.09,88,68,4.0,Clouds
529,Mayo,US,38.89,-76.51,82.4,78,1,3.36,Clear
530,Vardo,NO,70.37,31.11,51.8,81,75,11.41,Clouds
531,Batagay-Alyta,RU,67.8,130.41,64.45,47,100,5.48,Clouds
532,Chisec,GT,15.82,-90.28,73.81,89,99,2.08,Rain
533,Sassandra,CI,4.95,-6.08,70.07,86,19,4.38,Clouds
534,Kismayo,SO,-0.36,42.55,77.77,75,37,17.34,Rain
535,Xiazhen,CN,34.8,117.11,91.33,70,89,9.04,Rain
536,Meulaboh,ID,4.14,96.13,84.69,67,98,3.71,Clouds
537,Souillac,MU,-20.52,57.52,69.8,64,75,17.22,Clouds
538,Bridlington,GB,54.08,-0.19,53.6,87,75,4.7,Clouds
539,Revelstoke,CA,50.98,-118.2,69.8,88,90,2.98,Clouds
540,Erice,IT,38.04,12.59,77.0,83,40,4.7,Clouds
541,Kefalos,GR,36.75,26.96,78.8,65,0,4.7,Clear
542,Arlit,NE,18.74,7.39,88.95,41,100,15.1,Clouds
543,Kampot,KH,10.62,104.18,84.2,94,90,4.7,Clouds
544,Lesozavodsk,RU,45.48,133.42,72.28,94,100,2.01,Rain
545,Cradock,ZA,-32.16,25.62,50.0,41,0,7.49,Clear
546,Chum Phae,TH,16.54,102.1,77.59,87,100,9.51,Clouds
547,Uppsala,SE,60.0,17.75,57.99,87,11,6.93,Clouds
548,Santa Rosa,PH,14.31,121.11,91.99,55,91,9.17,Clouds
549,Fayaoue,NC,-20.65,166.53,70.3,59,44,7.38,Clouds
550,Egvekinot,RU,66.32,-179.17,47.98,63,81,1.25,Clouds
551,Veraval,IN,20.9,70.37,87.17,71,35,3.31,Clouds
552,Qiongshan,CN,20.01,110.35,84.2,79,100,6.71,Rain
553,Slupsk,PL,54.46,17.03,61.39,93,100,0.94,Rain
554,Harlingen,US,26.19,-97.7,80.01,100,1,4.7,Clear
555,Sovetskiy,RU,61.36,63.58,67.87,67,98,11.95,Clouds
556,Coquimbo,CL,-29.95,-71.34,51.8,100,0,6.93,Clear
557,Abilene,US,32.45,-99.73,82.99,45,1,11.41,Clear
558,Avera,US,33.19,-82.53,78.8,94,1,4.7,Clear
559,Radhanpur,IN,23.83,71.6,92.3,57,88,8.39,Clouds
560,Ypsonas,CY,34.69,32.96,80.6,83,20,2.24,Clouds
561,Camargo,MX,27.67,-105.17,80.4,33,38,6.33,Clouds
562,Linxi,CN,39.7,118.43,102.09,27,25,10.38,Clouds
563,Burnie,AU,-41.07,145.92,51.01,55,17,8.99,Clouds
564,Faya,SA,18.39,42.45,69.8,77,40,8.05,Clouds
565,Dudinka,RU,69.41,86.18,68.0,64,40,8.95,Clouds
566,Pringsewu,ID,-5.36,104.97,90.64,47,65,4.21,Clouds
567,Elat,IL,29.56,34.95,87.8,74,0,6.93,Clear
568,Kimberley,ZA,-28.73,24.76,46.4,33,0,8.05,Clear
569,Richards Bay,ZA,-28.78,32.04,61.99,76,0,15.59,Clear
570,Kysyl-Syr,RU,63.9,122.76,76.62,30,25,5.03,Clouds
571,Macaubas,BR,-13.02,-42.7,61.54,82,1,8.72,Clear
572,Ahuimanu,US,21.44,-157.84,82.4,61,75,14.99,Clouds
573,Nantucket,US,41.28,-70.1,73.4,94,90,14.99,Mist
574,Shimoda,JP,34.67,138.95,84.2,70,20,6.93,Clouds
575,Port Blair,IN,11.67,92.75,83.53,79,100,28.57,Rain
576,Abu Samrah,SY,35.3,37.18,78.96,45,0,5.41,Clear
577,Mednogorsk,RU,51.41,57.59,80.98,43,48,7.18,Clouds
578,Kyren,RU,51.68,102.14,57.7,84,100,0.29,Rain
579,Jurm,AF,36.86,70.83,76.62,28,0,3.83,Clear
580,Maningrida,AU,-12.07,134.27,83.71,52,63,10.47,Clouds
581,Bayir,TR,37.27,28.22,75.2,64,0,2.24,Clear
582,Turukhansk,RU,65.82,87.98,68.76,65,40,6.13,Clouds
583,Port Hedland,AU,-20.32,118.57,80.6,57,44,18.34,Clouds
584,Pesqueira,BR,-8.36,-36.7,62.08,93,35,11.07,Clouds
585,Entebbe,UG,0.06,32.45,71.6,64,20,18.34,Clouds
586,Waingapu,ID,-9.66,120.26,82.31,58,45,12.37,Clouds
587,Jumla,NP,29.27,82.18,75.99,95,31,1.99,Rain
588,Weiser,US,44.25,-116.97,86.0,22,1,23.04,Clear
589,Mocuba,MZ,-16.84,36.99,64.58,90,99,4.0,Clouds
590,Batagay,RU,67.63,134.63,69.44,37,99,7.4,Clouds
591,Gimli,CA,50.63,-96.99,53.01,90,0,7.61,Clear
592,Wysokie Mazowieckie,PL,52.92,22.52,66.0,67,85,7.92,Clouds
593,Mitsamiouli,KM,-11.38,43.28,77.0,61,20,8.05,Clouds
594,Lastoursville,GA,-0.81,12.73,71.58,83,94,3.44,Clouds
595,Tucuma,BR,-0.18,-50.05,75.85,90,6,5.68,Rain
596,Najran,SA,17.49,44.13,86.0,48,54,9.17,Clouds
597,Gigmoto,PH,13.78,124.39,87.44,65,99,5.48,Clouds
598,Khorixas,NA,-20.37,14.97,57.29,33,0,10.0,Clear
599,Melita,CA,49.27,-101.0,55.99,87,0,1.01,Clear
600,Amapa,BR,1.0,-52.0,70.34,98,31,1.34,Clouds
601,Romitan,UZ,39.93,64.38,91.4,33,0,4.7,Clear
602,Nemuro,JP,43.32,145.57,75.2,73,75,12.75,Clouds
603,Ajaccio,FR,42.0,8.92,69.8,88,60,5.82,Clouds
604,Rapar,IN,23.57,70.63,89.55,63,87,9.28,Clouds
605,Esik,KZ,43.36,77.45,78.8,41,75,6.71,Clouds
606,Gamba,GA,-2.65,10.0,69.93,80,34,4.09,Clouds
607,Cagliari,IT,39.24,9.09,77.0,88,0,13.87,Clear
608,Damaturu,NG,11.75,11.96,74.64,83,99,13.18,Clouds
609,Olinda,BR,-8.01,-34.86,77.0,69,40,13.87,Clouds
610,Waghai,IN,20.77,73.48,83.53,79,100,9.48,Clouds
611,Selestat,FR,48.26,7.46,64.4,72,81,2.24,Clouds
612,Port Hueneme,US,34.15,-119.2,64.0,100,90,5.82,Mist
613,Bintulu,MY,3.17,113.03,87.8,79,20,2.24,Clouds
614,Mehamn,NO,71.04,27.85,48.2,93,90,8.05,Drizzle
615,Vitim,RU,59.45,112.56,77.65,34,86,13.13,Clouds
616,Sandy Bay,AU,-42.91,147.35,51.01,43,40,19.46,Clouds
617,Del Rio,US,29.36,-100.9,84.2,51,1,5.82,Clear
618,Dunn,US,44.95,-91.88,55.99,81,1,3.36,Clear
619,Oistins,BB,13.07,-59.53,82.4,78,40,11.41,Clouds
620,Nador,MA,35.17,-2.93,82.4,42,0,19.46,Clear
621,Kudahuvadhoo,MV,2.67,72.89,83.19,77,100,12.93,Rain
622,Yar-Sale,RU,66.83,70.83,69.37,73,100,19.66,Rain
623,Kobelyaky,UA,49.15,34.2,63.01,70,0,4.27,Clear
624,Mutare,ZW,-18.97,32.67,49.91,93,41,3.06,Clouds
625,Kajaani,FI,64.23,27.73,53.6,100,75,5.82,Clouds
626,Segou,ML,13.43,-6.22,78.08,77,84,12.26,Clouds
627,Scharding,AT,48.45,13.44,64.0,90,100,5.21,Rain
628,Saint-Ambroise,CA,48.55,-71.33,66.2,93,90,11.41,Clouds
629,George,ZA,-33.96,22.46,48.2,70,0,11.41,Clear
630,Praia Da Vitoria,PT,38.73,-27.07,73.4,83,75,6.89,Clouds
631,Hay River,CA,60.82,-115.8,71.6,78,75,2.24,Clouds
632,Yarada,IN,17.65,83.27,89.6,70,75,11.41,Clouds
633,Kungurtug,RU,50.6,97.52,70.97,43,83,1.99,Clouds
634,Daru,PG,-9.08,143.21,77.99,79,92,14.25,Clouds
635,Texarkana,US,33.43,-94.05,70.0,94,1,5.01,Clear
636,Takoradi,GH,4.88,-1.76,72.66,80,82,8.05,Clouds
637,Mabaruma,GY,8.2,-59.78,72.19,98,93,2.46,Clouds
638,Nishihara,JP,26.18,127.76,91.4,70,75,21.92,Clouds
639,Uyutne,UA,45.2,33.3,71.29,47,0,3.53,Clear
640,Aras,ES,42.56,-2.36,60.8,77,20,4.7,Clouds
641,Amherst,US,41.4,-82.22,64.99,82,1,4.7,Clear
642,Rawson,AR,-43.3,-65.1,50.23,58,84,23.73,Clouds
643,Vallenar,CL,-28.57,-70.76,60.93,43,0,0.81,Clear
644,Kurchum,KZ,48.57,83.65,79.68,33,93,1.77,Clouds
645,Muros,ES,42.78,-9.06,57.99,88,96,1.01,Clouds
646,Praya,CV,14.92,-23.51,78.8,78,20,4.7,Clouds
647,Agirish,RU,61.92,63.02,65.64,69,100,13.06,Clouds
648,Mackay,AU,-21.15,149.2,70.0,73,90,16.11,Clouds
649,Guanay,BO,-15.5,-67.88,65.79,73,1,1.45,Clear
650,Vestmannaeyjar,IS,63.44,-20.27,50.02,87,31,17.11,Clouds
651,Jalingo,NG,8.88,11.37,71.31,94,100,5.91,Rain
652,Arona,ES,28.1,-16.68,75.2,69,0,4.7,Clear
653,Southbridge,US,42.08,-72.03,75.0,97,85,1.01,Clouds
654,Briancon,FR,44.9,6.65,66.0,96,76,1.01,Clouds
655,Katherine,AU,-14.47,132.27,87.8,27,75,8.05,Clouds
656,Shubarkuduk,KZ,49.14,56.49,90.82,21,40,6.71,Clouds
657,Ballina,AU,-28.87,153.57,73.99,56,40,10.29,Clouds
658,Quatre Cocos,MU,-20.21,57.76,71.01,64,75,17.22,Clouds
659,Alicia,PH,16.78,121.7,92.21,57,88,2.17,Clouds
660,Le Moule,GP,16.33,-61.35,80.6,83,8,5.82,Clear
661,Lubao,PH,14.92,120.55,91.99,70,40,9.17,Clouds
662,Teguise,ES,29.06,-13.56,71.6,88,0,13.87,Clear
663,Bealanana,MG,-14.55,48.73,61.41,76,89,12.41,Clouds
664,Hastings,GB,50.86,0.57,57.99,81,99,1.01,Clouds
665,Moron,AR,-34.65,-58.62,57.0,86,93,7.0,Clouds
666,Chernyshevskiy,RU,63.01,112.47,76.1,34,39,6.76,Clouds
667,Cartagena Del Chaira,CO,1.33,-74.84,69.91,94,28,1.03,Rain
668,Tezu,IN,27.92,96.17,94.87,51,1,3.85,Clear
669,Anadyr,RU,64.75,177.48,55.4,71,75,8.95,Clouds
670,Parfino,RU,57.97,31.65,59.22,75,100,7.54,Clouds
671,Milkovo,RU,54.72,158.62,53.67,94,100,5.03,Rain
672,Plastun,RU,44.76,136.29,66.42,94,100,10.29,Rain
673,Sembakung,ID,3.82,117.25,98.13,42,9,1.48,Clear
