City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
123,Pandan,PH,14.05,124.17,86.2,68,100,5.99
124,Sitka,US,57.05,-135.33,59.0,82,90,1.14
125,Caucaia,BR,-3.74,-38.65,80.6,78,20,6.93
126,Arraial Do Cabo,BR,-22.97,-42.03,68.77,61,1,6.02
127,Ocos,GT,14.51,-92.19,84.2,89,75,2.24
128,Saint-Philippe,RE,-21.36,55.77,66.2,59,90,6.93
129,Poum,NC,-20.23,164.02,70.41,65,3,11.48
130,Hervey Bay,AU,-25.3,152.85,69.01,63,93,7.0
131,Aykhal,RU,66.0,111.5,71.6,37,100,2.24
132,Yumen,CN,40.28,97.2,78.76,16,15,21.5
133,Nanortalik,GL,60.14,-45.24,46.38,93,85,11.48
134,Rondonopolis,BR,-16.47,-54.64,70.21,40,0,3.74
135,Chulman,RU,56.85,124.91,57.81,89,100,0.78
136,Kodiak,US,57.79,-152.41,62.6,67,40,16.11
137,Kainantu,PG,-6.29,145.87,72.37,65,72,4.36
138,Tuatapere,NZ,-46.13,167.68,55.67,64,99,3.06
139,La Cumbre,AR,-30.98,-64.49,62.01,67,61,8.05
140,Taoudenni,ML,22.68,-3.98,101.79,19,13,6.55
141,Mountain Home,US,43.13,-115.69,100.4,12,1,16.11
142,Shaowu,CN,27.34,117.48,90.28,54,0,2.64
143,Cape Town,ZA,-33.93,18.42,57.99,93,75,4.7
144,Matara,LK,5.95,80.54,79.05,85,100,9.08
145,Songea,TZ,-10.68,35.65,57.2,82,40,3.36
146,Itupiranga,BR,-5.13,-49.33,73.4,78,66,1.32
147,Mehamn,NO,71.04,27.85,47.88,90,100,8.16
148,Mahibadhoo,MV,3.78,72.97,83.16,78,100,13.04
149,Pozo Colorado,PY,-23.49,-58.8,72.66,49,5,6.06
150,Snyder,US,32.72,-100.92,71.6,68,90,14.99
151,Farafangana,MG,-22.82,47.83,65.66,78,97,8.7
152,Mundo Nuevo,MX,18.7,-95.5,81.88,77,0,8.43
153,Rawson,AR,-43.3,-65.1,50.07,52,59,19.24
154,Kizukuri,JP,40.81,140.39,89.01,78,75,4.7
155,Ancud,CL,-41.87,-73.82,52.0,87,40,14.99
156,Qaanaaq,GL,77.48,-69.36,38.35,87,100,1.12
157,Port Lincoln,AU,-34.73,135.87,56.7,61,100,9.33
158,Kulykiv,UA,50.31,24.82,55.0,95,70,5.82
159,Ponoka,CA,52.68,-113.58,81.0,57,5,11.41
160,Banska Bystrica,SK,48.5,19.5,60.8,87,75,1.97
161,Sistranda,NO,63.73,8.83,57.2,93,75,9.17
162,Sunrise Manor,US,36.21,-115.07,107.6,3,1,11.41
163,Isangel,VU,-19.55,169.27,75.2,60,40,9.17
164,Cariacica,BR,-20.26,-40.42,68.0,72,40,5.82
165,Blackwater,AU,-23.58,148.88,68.61,48,22,6.89
166,Chapais,CA,49.78,-74.85,64.4,93,90,4.7
167,Warri,NG,5.52,5.75,73.15,90,100,4.12
168,Coahuayana,MX,18.73,-103.68,80.98,82,90,2.3
169,Upernavik,GL,72.79,-56.15,43.47,75,48,4.43
170,Yelabuga,RU,55.76,52.06,55.4,87,0,2.24
171,Yarmouth,US,41.71,-70.23,78.8,83,90,12.75
172,Vostok,RU,46.49,135.88,75.36,64,100,9.01
173,Tessalit,ML,20.2,1.01,86.04,47,78,20.58
174,Mandalgovi,MN,45.76,106.27,64.09,56,41,21.59
175,Acapulco,MX,16.86,-99.89,86.0,79,40,10.29
176,San Javier,ES,37.81,-0.84,79.0,88,75,5.82
177,Miraflores,MX,19.22,-98.81,66.2,68,90,5.82
178,Poya,NC,-21.35,165.15,72.23,59,25,9.95
179,Temir,KZ,49.14,57.13,76.98,36,0,5.84
180,Bambous Virieux,MU,-20.34,57.76,69.8,60,75,17.22
181,Hilton Head Island,US,32.22,-80.75,84.99,78,1,6.93
182,Vila Franca Do Campo,PT,37.72,-25.43,71.6,73,20,5.82
183,Kahului,US,20.89,-156.47,87.8,52,40,23.04
184,Kita,ML,13.03,-9.49,73.26,94,9,4.34
185,Abu Samrah,SY,35.3,37.18,72.61,56,0,7.52
186,Majene,ID,-3.54,118.97,75.49,89,99,5.01
187,Zamora,EC,-4.07,-78.96,64.51,72,46,1.05
188,Jardim,BR,-21.48,-56.14,73.09,42,0,7.54
189,Salalah,OM,17.02,54.09,80.6,88,40,5.82
190,Comodoro Rivadavia,AR,-45.87,-67.5,51.8,62,100,3.36
191,Strezhevoy,RU,60.73,77.59,71.6,60,0,8.95
192,Chokurdakh,RU,70.63,147.92,51.28,60,100,5.23
193,Tamworth,GB,52.63,-1.7,57.2,71,20,4.7
194,Basco,PH,20.45,121.97,84.58,77,100,17.4
195,Batagay-Alyta,RU,67.8,130.41,60.51,52,100,4.18
196,Studenka,CZ,49.72,18.08,66.2,82,100,2.24
197,Kikwit,CD,-5.04,18.82,81.28,39,93,0.65
198,Putyatino,RU,54.16,41.12,49.98,93,1,4.5
199,Vardo,NO,70.37,31.11,48.81,92,100,14.16
200,Te Anau,NZ,-45.42,167.72,52.66,76,100,1.01
201,Bethel,US,41.37,-73.41,78.8,83,20,8.05
202,Ostrovnoy,RU,68.05,39.51,49.35,87,100,14.09
203,Souillac,MU,-20.52,57.52,69.8,60,75,17.22
204,Havre-Saint-Pierre,CA,50.23,-63.6,62.6,88,75,2.24
205,Srednekolymsk,RU,67.45,153.68,64.35,43,43,5.48
206,Ahuimanu,US,21.44,-157.84,84.2,58,90,14.99
207,Kruisfontein,ZA,-34.0,24.73,63.88,27,0,12.59
208,Alice Springs,AU,-23.7,133.88,71.6,18,0,4.7
209,Romodanovo,RU,54.43,45.33,53.55,93,81,3.49
210,Aksu,CN,41.12,80.26,80.49,27,22,2.86
211,Hofn,IS,64.25,-15.21,51.15,90,100,3.33
212,La Cruz,MX,23.92,-106.9,83.5,78,62,6.87
213,Chekhov,RU,55.14,37.47,53.6,87,39,4.47
214,Kenora,CA,49.82,-94.43,68.0,45,40,6.93
215,Markova,UA,48.68,24.41,54.77,80,100,3.18
216,Asau,RO,46.43,26.4,52.0,92,27,2.35
217,Valparaiso,CL,-33.04,-71.63,53.01,76,0,5.75
218,Cidreira,BR,-30.18,-50.21,62.08,77,24,5.7
219,Nikolskoye,RU,59.7,30.79,59.0,87,90,2.24
220,Patitirion,GR,39.15,23.87,71.01,79,0,17.49
221,Olafsvik,IS,64.89,-23.71,47.39,86,39,12.55
222,Coquimbo,CL,-29.95,-71.34,51.8,93,0,3.36
223,Horqueta,PY,-23.34,-57.06,72.95,45,0,7.45
224,High Rock,BS,26.62,-78.28,83.64,80,100,27.98
225,Harper,LR,4.38,-7.72,72.21,79,91,4.14
226,Portland,US,45.52,-122.68,86.0,35,20,10.29
227,Piacabucu,BR,-10.41,-36.43,73.13,86,55,10.27
228,Birin,NP,26.89,88.07,82.4,88,75,0.45
229,Lisieux,FR,49.17,0.17,60.8,87,90,5.82
230,Impfondo,CG,1.64,18.07,71.47,95,98,1.79
231,Mayo,US,38.89,-76.51,86.0,70,1,6.93
232,Rio Novo Do Sul,BR,-20.86,-40.94,59.77,86,21,1.66
233,Puerto Narino,CO,-3.77,-70.38,77.0,100,34,0.45
234,Tiksi,RU,71.69,128.87,48.36,73,59,8.39
235,Port Elizabeth,ZA,-33.92,25.57,50.0,66,0,3.36
236,Port Augusta,AU,-32.5,137.77,64.99,87,90,10.29
237,Solnechnyy,RU,50.72,136.63,55.4,83,100,8.1
238,Bilibino,RU,68.05,166.44,54.14,52,95,3.67
239,Korla,CN,41.76,86.15,85.64,19,28,8.68
240,Assare,BR,-6.87,-39.88,70.52,69,10,7.38
241,Coxim,BR,-18.51,-54.76,73.08,39,0,6.15
242,Chara,RU,56.91,118.26,55.54,88,100,1.05
243,Amguri,IN,26.8,94.53,87.33,73,0,1.59
244,Cairns,AU,-16.92,145.77,75.2,69,75,8.05
245,Rioja,AR,-29.41,-66.85,60.04,42,0,2.84
246,Carutapera,BR,-1.2,-46.02,75.16,93,10,5.26
247,Mount Gambier,AU,-37.83,140.77,53.6,76,90,12.75
248,Hithadhoo,MV,-0.6,73.08,83.53,73,100,10.36
249,Goderich,CA,43.75,-81.72,69.01,92,74,12.64
250,Svolvaer,NO,68.23,14.57,60.01,72,0,9.91
251,Roswell,US,34.02,-84.36,84.2,69,1,4.61
252,Saldanha,ZA,-33.01,17.94,53.6,93,0,3.36
253,Manacapuru,BR,-3.3,-60.62,78.8,83,0,2.68
254,Borogontsy,RU,62.67,131.17,77.47,32,0,6.02
255,Nueva Loja,EC,0.08,-76.88,69.33,97,54,2.84
256,Kadnikov,RU,59.5,40.34,45.9,96,0,2.44
257,Iqaluit,CA,63.75,-68.51,50.0,87,20,3.36
258,Gubkinskiy,RU,64.43,76.5,70.25,57,57,16.69
259,Victoria,HK,22.29,114.16,80.01,88,100,8.01
260,Barentu,ER,15.11,37.59,69.87,89,100,3.8
261,Dudinka,RU,69.41,86.18,60.8,82,99,6.71
262,Morondava,MG,-20.28,44.28,68.86,54,0,14.61
263,Saint Cloud,US,45.56,-94.16,66.2,55,1,3.36
264,Leningradskiy,RU,69.38,178.42,40.68,84,100,8.97
265,Esperance,AU,-33.87,121.9,59.0,77,40,17.22
266,Torbay,CA,47.67,-52.73,59.0,100,20,3.36
267,Cascais,PT,38.7,-9.42,66.0,94,50,24.16
268,Manali,IN,13.17,80.27,78.8,88,90,5.82
269,Botshabelo,ZA,-29.27,26.71,32.0,61,0,3.36
270,Linxia,CN,35.6,103.21,73.94,42,81,1.97
271,Jackson,US,42.42,-122.83,93.2,20,1,14.99
272,Jupiter,US,26.93,-80.09,82.0,83,90,8.05
273,Half Moon Bay,US,37.46,-122.43,72.0,87,75,9.17
274,Innisfail,AU,-17.53,146.03,66.0,83,95,5.99
275,Pilar,BR,-9.6,-35.96,69.8,100,75,4.7
276,Jacqueville,CI,5.21,-4.41,75.2,88,20,8.05
277,Brae,GB,60.4,-1.35,53.6,87,100,12.75
278,Mzimba,MW,-11.9,33.6,56.79,81,43,11.86
279,Sao Joao Da Barra,BR,-21.64,-41.05,66.79,70,0,6.8
280,Vanavara,RU,60.34,102.28,70.52,49,100,4.97
281,Khakhea,BW,-24.69,23.49,52.02,44,0,10.51
282,Nicoya,CR,10.15,-85.45,77.63,90,97,1.9
283,Novaya Lyada,RU,52.71,41.64,52.32,94,100,4.85
284,Marienburg,PL,54.04,19.03,66.0,100,99,3.04
285,Shagonar,RU,51.53,92.8,60.48,72,64,1.43
286,Mandal,IN,25.45,74.57,82.72,72,62,10.07
287,Grindavik,IS,63.84,-22.43,46.4,100,90,11.41
288,Vao,NC,-22.67,167.48,67.21,67,2,13.18
289,Kristiinankaupunki,FI,62.27,21.38,58.12,94,100,5.64
290,Gat,IL,31.61,34.76,72.0,57,0,0.27
291,Angoche,MZ,-16.23,39.91,71.8,82,51,13.4
292,Kaitangata,NZ,-46.28,169.85,53.01,73,32,1.01
293,Jiazi,CN,22.88,116.07,83.25,80,70,10.16
294,Roma,US,43.21,-75.46,84.2,51,75,9.17
295,Bac Lieu,VN,9.29,105.72,84.43,74,96,16.84
296,Saint George,US,37.1,-113.58,102.2,9,1,18.34
297,Mogok,MM,22.92,96.5,74.16,98,94,2.73
298,Ous,RU,60.91,61.52,61.75,84,100,8.81
299,Deputatskiy,RU,69.3,139.9,57.65,54,40,6.33
300,Avera,US,33.19,-82.53,86.0,58,40,8.05
301,Arman,RU,59.7,150.17,67.42,48,75,5.57
302,Mount Isa,AU,-20.73,139.5,78.8,22,0,5.82
303,Pisco,PE,-13.7,-76.22,61.0,82,0,11.41
304,Ulaangom,MN,49.98,92.07,63.09,50,14,4.88
305,Nabire,ID,-3.37,135.48,86.49,62,0,5.26
306,Bagdarin,RU,54.43,113.6,61.21,79,98,3.24
307,Santa Cruz,BO,-17.8,-63.17,66.2,82,20,4.7
308,Placido De Castro,BR,-10.34,-67.19,75.45,52,0,0.74
309,Fare,PF,-16.7,-151.02,79.38,73,97,6.22
310,Faya,SA,18.39,42.45,66.2,82,59,4.97
311,Tilichiki,RU,60.47,166.1,60.76,56,44,4.61
312,Linguere,SN,15.4,-15.12,80.8,74,97,14.12
313,Calbuco,CL,-41.77,-73.13,53.6,76,100,6.93
314,Zafra,ES,38.42,-6.42,69.01,55,3,8.99
315,Broome,US,42.25,-75.83,78.8,47,75,10.29
316,Sao Domingos Do Maranhao,BR,-5.58,-44.39,76.06,61,10,3.53
317,Vila,PT,42.03,-8.16,64.0,82,100,3.36
318,Touros,BR,-5.2,-35.46,73.4,88,16,6.93
319,Margate,GB,51.38,1.39,62.01,78,99,5.73
320,Hovd,MN,48.01,91.64,57.92,52,56,0.81
321,Dongli,CN,23.57,116.82,82.4,88,40,4.47
322,Sinnamary,GF,5.38,-52.95,78.21,84,100,8.46
323,Ileza,RU,61.05,43.9,47.21,93,93,3.85
324,Aklavik,CA,68.22,-135.01,55.4,82,90,4.7
325,Mangan,IN,27.52,88.53,79.03,56,100,1.59
326,Los Llanos De Aridane,ES,28.66,-17.92,77.0,83,7,17.22
327,Champerico,GT,14.3,-91.92,83.84,73,12,4.76
328,Ponta Delgada,PT,37.73,-25.67,71.6,73,20,5.82
329,Erzin,TR,36.96,36.2,81.0,85,32,0.34
330,Raudeberg,NO,61.99,5.14,52.0,81,100,11.41
331,Prykolotne,UA,50.16,37.35,52.48,95,0,6.04
332,Yacuiba,BO,-22.04,-63.68,72.32,45,0,5.53
333,New Braunfels,US,29.7,-98.12,87.01,63,19,1.99
334,Fairbanks,US,64.84,-147.72,68.0,56,1,10.29
335,San Ramon De La Nueva Oran,AR,-23.13,-64.33,66.99,70,0,1.92
336,Znamenskoye,RU,57.13,73.83,73.06,77,2,4.79
337,Zaporizhzhya,UA,47.82,35.18,60.01,87,0,6.71
338,Lebu,CL,-37.62,-73.65,51.01,93,100,7.36
339,Luganville,VU,-15.53,167.17,78.8,74,75,5.82
340,San Lorenzo,PY,-25.33,-57.53,68.95,57,34,8.19
341,East London,ZA,-33.02,27.91,73.98,20,0,12.59
342,Shimoda,JP,34.67,138.95,80.6,78,20,8.05
343,Sobolevo,RU,54.43,31.9,49.89,87,17,3.22
344,Stornoway,GB,58.21,-6.39,48.99,93,84,8.05
345,Omsukchan,RU,62.53,155.8,59.36,43,88,8.39
346,Port Moresby,PG,-9.44,147.18,82.4,74,20,12.84
347,Oistins,BB,13.07,-59.53,82.4,78,40,11.41
348,Jalu,LY,29.03,21.55,76.64,63,0,8.88
349,Dunedin,NZ,-45.87,170.5,52.0,88,48,3.0
350,Geraldton,AU,-28.77,114.6,59.0,62,40,19.46
351,Fasa,IR,28.94,53.65,75.2,38,42,6.93
352,Gawler,AU,-34.6,138.73,57.99,76,100,3.0
353,Mangrol,IN,21.12,70.12,84.33,80,47,1.12
354,Talcahuano,CL,-36.72,-73.12,53.6,93,90,2.24
355,Mahanoro,MG,-19.9,48.8,65.14,80,61,8.28
356,Jurbarkas,LT,55.08,22.77,55.42,87,92,5.01
357,Talnakh,RU,69.49,88.4,60.8,82,7,6.71
358,Cervo,ES,43.67,-7.41,55.99,1,15,5.19
359,Festus,US,38.22,-90.4,75.0,94,100,2.64
360,Oriximina,BR,-1.77,-55.87,80.47,54,11,3.33
361,Ormara,PK,25.21,64.64,84.34,85,60,13.91
362,Keti Bandar,PK,24.14,67.45,86.54,76,42,13.4
363,Fonte Boa,BR,-2.5,-66.27,75.07,68,10,0.81
364,Waitara,NZ,-38.92,174.25,54.0,62,50,1.99
365,Muttupet,IN,10.4,79.48,83.21,69,100,2.68
366,Nemuro,JP,43.32,145.57,73.4,73,75,11.41
367,Anadyr,RU,64.75,177.48,55.4,71,75,4.47
368,Kings Point,US,26.45,-80.14,84.2,74,1,11.41
369,Rawlins,US,41.79,-107.24,86.0,15,1,8.05
370,Gannan,CN,47.91,123.5,76.5,65,100,7.45
371,Chute-Aux-Outardes,CA,49.12,-68.4,64.4,93,90,7.2
372,La Palma,US,33.85,-118.05,77.0,57,1,6.93
373,Telde,ES,27.99,-15.42,78.8,50,0,25.28
374,Beloye,UA,48.5,39.05,57.16,83,0,5.91
375,Hirado,JP,33.36,129.55,84.2,74,75,6.93
376,Vestmannaeyjar,IS,63.44,-20.27,49.96,89,18,18.72
377,Purpe,RU,64.48,76.69,64.0,87,56,16.8
378,Puerto Escondido,MX,15.85,-97.07,82.58,77,2,4.92
379,Pacifica,US,37.61,-122.49,71.01,63,20,20.8
380,Puruliya,IN,23.33,86.37,82.4,88,75,3.36
381,Tres Picos,MX,15.87,-93.53,82.22,76,97,2.28
382,Porbandar,IN,21.64,69.61,85.05,79,1,4.18
383,Ningbo,CN,29.88,121.55,91.99,70,40,8.95
384,Baykit,RU,61.67,96.37,70.56,55,42,4.34
385,Lasa,IT,46.62,10.7,59.0,100,75,2.04
386,Narsaq,GL,60.92,-46.05,48.2,76,75,4.7
387,Tripoli,LY,32.88,13.19,81.1,43,0,1.28
388,Clyde River,CA,70.47,-68.59,48.2,100,90,5.82
389,Alekseyevsk,RU,57.84,108.35,73.0,42,0,12.48
390,Rockport,US,28.02,-97.05,84.99,70,1,5.82
391,Luderitz,NA,-26.65,15.16,66.2,25,0,6.93
392,Kaeo,NZ,-35.1,173.78,62.01,3,57,11.99
393,Tecoanapa,MX,16.52,-98.75,82.96,83,48,7.78
394,Culianan,PH,6.98,122.15,87.8,70,75,3.36
395,Sur,OM,22.57,59.53,82.83,73,37,13.87
